620703, 0.997520 
620705, 1.002480 
620706, 0.997520 
620709, 1.022330 
620710, 1.009710 
620711, 1.002400 
620712, 1.000000 
620713, 1.011990 
620716, 0.983410 
620717, 0.995180 
620718, 0.997580 
620719, 1.004850 
620720, 1.000000 
620723, 0.997580 
620724, 1.004840 
620725, 1.002410 
620726, 0.992790 
620727, 1.002420 
620730, 1.004830 
620731, 1.016830 
620801, 1.002360 
620802, 1.007080 
620803, 1.004680 
620806, 0.995340 
620807, 1.001410 
620808, 0.988210 
620809, 1.007160 
620810, 1.007110 
620813, 1.004710 
620814, 1.007030 
620815, 1.006980 
620816, 1.000000 
620817, 0.997690 
620820, 0.990740 
620821, 0.997660 
620822, 1.009370 
620823, 1.000000 
620824, 1.002320 
620827, 1.000000 
620828, 0.995370 
620829, 1.002330 
620830, 1.000000 
620831, 1.004640 
620904, 0.995380 
620905, 0.997680 
620906, 0.995350 
620907, 1.009350 
620910, 0.995370 
620911, 1.004650 
620912, 1.004630 
620913, 1.004610 
620914, 1.006880 
620917, 1.009110 
620918, 1.004510 
620919, 0.995510 
620920, 1.002260 
620921, 0.972970 
620924, 0.990740 
620925, 1.009350 
620926, 0.986110 
620927, 1.000000 
620928, 1.009390 
621001, 0.990700 
621002, 1.002350 
621003, 0.997660 
621004, 1.007040 
621005, 1.011660 
621008, 0.988480 
621009, 1.004660 
621010, 1.016240 
621011, 0.986300 
621012, 0.995370 
621015, 1.009300 
621016, 1.013820 
621017, 1.002270 
621018, 0.993200 
621019, 0.988580 
621022, 0.986140 
621023, 0.988290 
621024, 0.985780 
621025, 0.987980 
621026, 1.002430 
621029, 1.024270 
621030, 1.007110 
621031, 1.000000 
621101, 1.009410 
621102, 1.016320 
621105, 1.005960 
621107, 1.000000 
621108, 0.997700 
621109, 1.009220 
621112, 1.000000 
621113, 0.997720 
621114, 1.020590 
621115, 0.986550 
621116, 1.015910 
621119, 0.984340 
621120, 1.015910 
621121, 1.004470 
621123, 1.008910 
621126, 0.991170 
621127, 1.006680 
621128, 1.006640 
621129, 1.010990 
621130, 0.995650 
621203, 1.006550 
621204, 1.008240 
621205, 1.028020 
621206, 0.997900 
621207, 1.010500 
621210, 0.991680 
621211, 1.006290 
621212, 1.004170 
621213, 1.004150 
621214, 0.991740 
621217, 0.995830 
621218, 0.995820 
621219, 1.006300 
621220, 1.008350 
621221, 1.010350 
621224, 1.002050 
621226, 1.012270 
621227, 0.997980 
621228, 0.995950 
621231, 1.006100 
630102, 0.979800 
630103, 1.006190 
630104, 1.000000 
630107, 0.989750 
630108, 1.004140 
630109, 1.008250 
630110, 0.997960 
630111, 0.997950 
630114, 0.993840 
630115, 1.008260 
630116, 0.995900 
630117, 0.997940 
630118, 1.000000 
630121, 1.000000 
630122, 1.012370 
630123, 1.008150 
630124, 1.002020 
630125, 0.971770 
630128, 1.010370 
630129, 1.010270 
630130, 1.004070 
630131, 1.007290 
630201, 0.987850 
630204, 1.000000 
630205, 1.004100 
630206, 1.012240 
630207, 0.987900 
630208, 0.991840 
630211, 0.981480 
630212, 1.010480 
630213, 1.006220 
630214, 1.014430 
630215, 1.008130 
630218, 1.006050 
630219, 0.989980 
630220, 0.983810 
630221, 1.000000 
630225, 1.002060 
630226, 0.997950 
630227, 1.002060 
630228, 0.995890 
630301, 1.004120 
630304, 1.002050 
630305, 1.002050 
630306, 1.006130 
630307, 1.000000 
630308, 1.016260 
630311, 1.020000 
630312, 1.003920 
630313, 1.013670 
630314, 0.980730 
630315, 1.017680 
630318, 0.996140 
630319, 0.996120 
630320, 1.013620 
630321, 1.003840 
630322, 1.011470 
630325, 0.994330 
630326, 1.000000 
630327, 1.000000 
630328, 1.005700 
630329, 1.003780 
630401, 0.998120 
